commodity_name,state,district,market,min_price,max_price,modal_price,date,year,month,day,day_of_week,max_price_lag1,max_price_lag7,min_price_lag1,min_price_lag7,modal_price_lag1,modal_price_lag7,max_price_7day_avg,min_price_7day_avg,modal_price_7day_avg
Potato,Uttar Pradesh,Farukhabad,Kayamganj,0.12330827067669171,0.10706374600049223,0.1216294578138591,2019-06-28,2019,6,28,4,0.15382722126507506,36.0,0.16541353383458646,32.0,0.17671788924325893,34.0,0.43288225229429117,0.37266112266112283,0.38366617957460614
Soyabean,Madhya Pradesh,Rajgarh,Khujner,0.5293233082706768,0.4436377061284764,0.5173963467671789,2019-06-13,2019,6,13,3,0.10706374600049223,12.0,0.12330827067669171,10.0,0.1216294578138591,10.0,0.5076994867008864,0.45997920997921016,0.4671212859230395
Gur(Jaggery),Uttar Pradesh,Etawah,Bharthna,0.45112781954887216,0.39379768643859214,0.44926065526239495,2019-06-17,2019,6,17,0,0.4436377061284764,65.0,0.5293233082706768,55.0,0.5173963467671789,60.0,0.40503966402239827,0.37335412335412355,0.3729501542458191
Papaya+(Raw),Uttar Pradesh,Kanpur,Jhijhank,0.08646616541353383,0.07691361063253753,0.08683676427950131,2019-06-15,2019,6,15,5,0.39379768643859214,20.0,0.45112781954887216,10.0,0.44926065526239495,15.0,0.36226473790636154,0.35862785862785884,0.3437246306218542
Wheat,Maharashtra,Bhandara,Bhandara,0.24060150375939848,0.2227418163918287,0.24630327631197452,2019-06-10,2019,6,10,0,0.07691361063253753,52.0,0.08646616541353383,50.5,0.08683676427950131,51.1,0.25680510188209654,0.23908523908523932,0.23299236889105382
Pumpkin,Haryana,Fatehabad,Fatehabad,0.06015037593984962,0.08614324390844202,0.07233980864018556,2019-05-23,2019,5,23,3,0.2227418163918287,25.0,0.24060150375939848,5.0,0.24630327631197452,12.0,0.20080883496655755,0.23562023562023582,0.21026140607241442
Gur(Jaggery),Uttar Pradesh,Aligarh,Charra,0.39097744360902253,0.33226679793256214,0.3840243548854741,2019-05-22,2019,5,22,2,0.08614324390844202,12.5,0.06015037593984962,11.0,0.07233980864018556,12.2,0.24591693887074173,0.2875952875952878,0.25669751583049194
Ragi+(Finger+Millet),Tamil Nadu,Villupuram,Kallakurichi,0.3757894736842105,0.307531380753138,0.3621339518701073,2019-05-22,2019,5,22,2,0.33226679793256214,8.7,0.39097744360902253,8.2,0.3840243548854741,8.4,0.2965935604293044,0.345772695772696,0.31056989771066734
Castor+Seed,Gujarat,Gandhinagar,Mansa,0.7796992481203008,0.6583805070145212,0.7681936793273413,2019-06-20,2019,6,20,3,0.307531380753138,36.05,0.3757894736842105,35.2,0.3621339518701073,35.7,0.350878830300202,0.4034650034650037,0.36674784867673316
Capsicum,Punjab,Sangrur,Sangrur,0.18045112781954886,0.20920502092050208,0.20281240939402728,2019-06-20,2019,6,20,3,0.6583805070145212,32.0,0.7796992481203008,30.0,0.7681936793273413,31.0,0.30421527453725283,0.3410949410949413,0.3115440818314661
Potato,Uttrakhand,UdhamSinghNagar,Kicchha,0.07518796992481203,0.09844942160964804,0.09408524209915918,2019-06-18,2019,6,18,1,0.20920502092050208,6.25,0.18045112781954886,5.75,0.20281240939402728,6.0,0.30965935604293027,0.33849618849618873,0.3131677220327975
Rice,Maharashtra,Thane,Vasai,0.41954887218045106,0.5685454097957174,0.4818788054508554,2019-06-15,2019,6,15,5,0.09844942160964804,18.1,0.07518796992481203,16.0,0.09408524209915918,17.0,0.39707575050552163,0.37972972972972996,0.36593602857606744
Corriander+seed,Madhya Pradesh,Neemuch,Neemuch,0.6015037593984962,0.8934285011075559,0.9421571469991302,2019-06-18,2019,6,18,1,0.5685454097957174,7.0,0.41954887218045106,4.0,0.4818788054508554,5.0,0.6011510343754858,0.5044698544698547,0.5607728527358337
Banana,Uttar Pradesh,Badaun,Badayoun,0.3458646616541353,0.3568791533349741,0.3738764859379531,2019-06-11,2019,6,11,1,0.8934285011075559,27.0,0.6015037593984962,26.0,0.9421571469991302,26.5,0.6073728418105457,0.49407484407484425,0.5584997564539698
Colacasia,Punjab,Moga,Dharamkot,0.3007518796992481,0.2461235540241201,0.28979414322992175,2019-06-20,2019,6,20,3,0.3568791533349741,24.99,0.3458646616541353,24.99,0.3738764859379531,24.99,0.5918494322600714,0.476784476784477,0.5422958272446825
Mousambi(Sweet+Lime),Himachal Pradesh,Kangra,Kangra(Jaisinghpur),0.8270676691729323,0.7383706620723602,0.8696723688025515,2019-05-27,2019,5,27,0,0.2461235540241201,53.5,0.3007518796992481,51.85,0.28979414322992175,53.0,0.6120703064240158,0.48769923769923795,0.5650267900633219
Mustard,Rajasthan,Chittorgarh,Pratapgarh,0.5240601503759399,0.4473295594388383,0.5159466512032473,2019-05-24,2019,5,24,4,0.7383706620723602,17.0,0.8270676691729323,12.0,0.8696723688025515,14.0,0.6722662933582202,0.566874566874567,0.6351680467608378
Paddy(Dhan)(Common),Gujarat,Panchmahals,Godhra(Kakanpur),0.2345864661654135,0.19751415210435638,0.2296317773267614,2019-06-10,2019,6,10,0,0.4473295594388383,8.0,0.5240601503759399,5.0,0.5159466512032473,6.5,0.6973090682843364,0.6036036036036038,0.6655301185257347
Potato,Kerala,Thirssur,Irinjalakkuda,0.37593984962406013,0.3076544425301501,0.3622789214265005,2019-05-29,2019,5,29,2,0.19751415210435638,46.2,0.2345864661654135,27.9,0.2296317773267614,33.25,0.6313579094727015,0.5935550935550937,0.6387400552037666
Bitter+gourd,West Bengal,Coochbehar,Coochbehar,0.19548872180451127,0.18459266551809006,0.20281240939402728,2019-06-24,2019,6,24,0,0.3076544425301501,72.6,0.37593984962406013,40.0,0.3622789214265005,65.0,0.4521698553429769,0.5000000000000002,0.47312875466796545
Rice,Karnataka,Bidar,Bidar,0.6015037593984962,0.6645335958651243,0.6377210785734996,2019-06-15,2019,6,15,5,0.18459266551809006,29.0,0.19548872180451127,23.0,0.20281240939402728,25.8,0.5299424482812254,0.558905058905059,0.5322292579964281
Lemon,Uttar Pradesh,Hardoi,Hardoi,0.9353383458646617,0.7679054885552546,0.9030153667729777,2019-06-15,2019,6,15,5,0.6645335958651243,20.0,0.6015037593984962,20.0,0.6377210785734996,20.0,0.661844765904495,0.7051282051282053,0.6695892190290631
Mango,Haryana,Gurgaon,Pataudi,0.37593984962406013,0.4307162195422102,0.4347636996230792,2019-06-22,2019,6,22,5,0.7679054885552546,60.0,0.9353383458646617,55.0,0.9030153667729777,60.0,0.5840721729662464,0.6011781011781014,0.57217080694918
White+Peas,Uttar Pradesh,Jalaun (Orai),Konch,0.6691729323308271,0.5722372631060793,0.6630907509423022,2019-06-16,2019,6,16,6,0.4307162195422102,36.35,0.37593984962406013,34.85,0.4347636996230792,35.6,0.6156478456991752,0.6346153846153849,0.6051307030362072
Mousambi(Sweet+Lime),Uttar Pradesh,Varanasi,Varanasi(F&V),0.5338345864661653,0.4473295594388383,0.5217454334589736,2019-05-29,2019,5,29,2,0.5722372631060793,16.05,0.6691729323308271,15.6,0.6630907509423022,15.85,0.6787991911650333,0.7035689535689539,0.6705634031498621
Brinjal,Kerala,Thirssur,Irinjalakkuda,0.45112781954887216,0.3691853310361801,0.4347636996230792,2019-05-26,2019,5,26,6,0.4473295594388383,25.0,0.5338345864661653,25.0,0.5217454334589736,25.0,0.6943537097526831,0.7208939708939712,0.686799805163176
Brinjal,Haryana,Fatehabad,Ratia,0.12030075187969924,0.14767413241447205,0.1448245868367643,2019-06-10,2019,6,10,0,0.3691853310361801,15.0,0.45112781954887216,13.0,0.4347636996230792,14.0,0.685020998600093,0.7035689535689539,0.6738106835525248
Ginger(Green),Uttar Pradesh,Hardoi,Shahabad(New Mandi),0.8421052631578947,0.6989908934285011,0.8174833285010148,2019-06-14,2019,6,14,4,0.14767413241447205,54.0,0.12030075187969924,40.0,0.1448245868367643,44.0,0.693731529009177,0.7590090090090093,0.7140769605455431
Cabbage,Uttar Pradesh,Bareilly,Bareilly,0.13533834586466165,0.11690868816145704,0.1339518701072775,2019-06-24,2019,6,24,0,0.6989908934285011,62.4,0.8421052631578947,62.2,0.8174833285010148,62.3,0.529164722351843,0.5746708246708249,0.5418087351842831
Water+Melon,Punjab,Mansa,Mansa,0.10526315789473684,0.14767413241447205,0.1448245868367643,2019-05-29,2019,5,29,2,0.11690868816145704,35.0,0.13533834586466165,25.0,0.1339518701072775,30.0,0.4576139368486543,0.5123007623007625,0.47686312713102774
Cabbage,Madhya Pradesh,Mandsaur,Mandsaur(F&V),0.12030075187969924,0.12306177701206004,0.13032763119744856,2019-05-22,2019,5,22,2,0.14767413241447205,46.5,0.10526315789473684,44.5,0.1448245868367643,45.75,0.3440659511588114,0.385828135828136,0.35752557233317095
Groundnut,Gujarat,Porbandar,Porbandar,0.612781954887218,0.5968496185084912,0.646419251957089,2019-06-11,2019,6,11,1,0.12306177701206004,36.35,0.12030075187969924,35.5,0.13032763119744856,36.0,0.3818634313268002,0.4040194040194043,0.3854521837960708
Wheat,Maharashtra,Akola,Telhara,0.2631578947368421,0.23258675855279345,0.2636996230791534,2019-05-23,2019,5,23,3,0.5968496185084912,30.0,0.612781954887218,30.0,0.646419251957089,30.0,0.3473324000622178,0.36070686070686087,0.34713427504465
Potato,Kerala,Alappuzha,Alappuzha,0.3157894736842105,0.2707359094265321,0.31153957668889537,2019-05-24,2019,5,24,4,0.23258675855279345,12.0,0.2631578947368421,8.0,0.2636996230791534,10.0,0.37844143723751716,0.4057519057519059,0.38447799967527196
Brinjal,Uttar Pradesh,Ambedkarnagar,Akbarpur,0.23609022556390974,0.20305193206989908,0.23180632067265877,2019-05-24,2019,5,24,4,0.2707359094265321,56.8,0.3157894736842105,56.0,0.31153957668889537,56.4,0.2530720174210606,0.2661122661122663,0.25328787140769604
Orange,Kerala,Malappuram,Kottakkal,0.8421052631578947,0.7014521289687422,0.8189330240649464,2019-06-18,2019,6,18,1,0.20305193206989908,9.5,0.23609022556390974,9.0,0.23180632067265877,9.25,0.40083994400373285,0.4289674289674291,0.40672187043351193
Onion,Maharashtra,Dhule,Dhule,0.045112781954887216,0.11936992370169823,0.1158306755581328,2019-05-24,2019,5,24,4,0.7014521289687422,12.0,0.8421052631578947,7.0,0.8189330240649464,10.0,0.3936848654534139,0.41510741510741533,0.4002273096281863
Banana+-+Green,Kerala,Malappuram,Kottakkal,0.42105263157894735,0.3691853310361801,0.42026674398376346,2019-06-24,2019,6,24,0,0.11936992370169823,10.0,0.045112781954887216,8.0,0.1158306755581328,9.0,0.4559029398040128,0.4844074844074846,0.46517291768144176
Ridgeguard(Tori),Uttar Pradesh,Jalaun (Orai),Konch,0.13533834586466165,0.12306177701206004,0.13757610901710643,2019-05-26,2019,5,26,6,0.3691853310361801,48.5,0.42105263157894735,40.75,0.42026674398376346,44.6,0.33613314667911004,0.37439362439362456,0.3511933755479786
White+Peas,Uttar Pradesh,Siddharth Nagar,Soharatgarh,0.712781954887218,0.5857740585774058,0.6884604233111047,2019-06-16,2019,6,16,6,0.12306177701206004,18.9,0.13533834586466165,17.5,0.13757610901710643,18.2,0.4254160833722194,0.4779972279972282,0.4463386913459978
Potato,Uttar Pradesh,Jhansi,Moth,0.10827067669172932,0.09844942160964804,0.11148158886633808,2019-06-11,2019,6,11,1,0.5857740585774058,22.0,0.712781954887218,21.0,0.6884604233111047,21.5,0.3818634313268002,0.43018018018018034,0.40152622178925157
Lemon,Uttar Pradesh,Gonda,Gonda,0.6240601503759398,0.5143982279104109,0.6029283850391418,2019-06-10,2019,6,10,0,0.09844942160964804,16.5,0.10827067669172932,15.7,0.11148158886633808,16.0,0.4605692953803077,0.5195772695772698,0.4846566000974184
Mustard,Madhya Pradesh,Damoh,Damoh,0.46616541353383456,0.4239478218065469,0.4775297187590607,2019-05-22,2019,5,22,2,0.5143982279104109,57.0,0.6240601503759398,56.0,0.6029283850391418,56.5,0.3904184165500076,0.4329521829521831,0.4081831466147102
Mango,Haryana,Kurukshetra,Shahabad,0.25789473684210523,0.7383706620723602,0.4347636996230792,2019-06-20,2019,6,20,3,0.4239478218065469,9.7,0.46616541353383456,3.0,0.4775297187590607,8.0,0.5468968735417636,0.48198198198198217,0.4796233154732912
Green+Chilli,Uttar Pradesh,Mainpuri,Ghiraur,0.3684210526315789,0.32365247354171794,0.37097709481008995,2019-06-11,2019,6,11,1,0.7383706620723602,30.0,0.25789473684210523,28.0,0.4347636996230792,29.0,0.5353865297869027,0.46985446985447,0.46858256210423777
Tomato,Uttar Pradesh,Etawah,Bharthna,0.27368421052631575,0.2510460251046025,0.27892142650043494,2019-06-12,2019,6,12,2,0.32365247354171794,10.0,0.3684210526315789,9.0,0.37097709481008995,9.5,0.5677399284492142,0.5017325017325018,0.5002435460301996
Potato,Uttar Pradesh,Etawah,Bharthna,0.10150375939849623,0.10337189269013045,0.10713250217454336,2019-05-25,2019,5,25,5,0.2510460251046025,47.6,0.27368421052631575,47.4,0.27892142650043494,47.5,0.44579250272204046,0.36088011088011107,0.37002760188342265
Amaranthus,Kerala,Ernakulam,Ernakulam,0.24060150375939848,0.2830420871277381,0.26080023195129026,2019-06-12,2019,6,12,2,0.10337189269013045,8.0,0.10150375939849623,7.2,0.10713250217454336,7.7,0.4924560584849897,0.3913721413721416,0.4034745900308492
Pumpkin,Kerala,Ernakulam,Kothamangalam,0.15037593984962405,0.2461235540241201,0.20281240939402728,2019-06-15,2019,6,15,5,0.2830420871277381,41.8,0.24060150375939848,41.5,0.26080023195129026,41.6,0.4246383574428369,0.2822245322245324,0.31384965091735684
Banana,Uttar Pradesh,Lakhimpur,Paliakala,0.3082706766917293,0.26704405611617027,0.3100898811249638,2019-06-14,2019,6,14,4,0.2461235540241201,34.45,0.15037593984962405,31.0,0.20281240939402728,32.95,0.38497433504433015,0.24584199584199606,0.2763435622666017
Potato,Himachal Pradesh,Una,Una,0.12030075187969924,0.12306177701206004,0.13032763119744856,2019-05-27,2019,5,27,0,0.26704405611617027,60.0,0.3082706766917293,17.15,0.3100898811249638,30.0,0.22942914916783302,0.21413721413721437,0.2081506738106835
Onion,Rajasthan,Chittorgarh,Pratapgarh,0.02736842105263158,0.12921486586266304,0.08915627718179182,2019-06-15,2019,6,15,5,0.12306177701206004,26.3,0.12030075187969924,24.5,0.13032763119744856,25.6,0.18027687043085988,0.13555093555093578,0.14502354278291926
Onion,Uttar Pradesh,Pillibhit,Billsadda,0.08270676691729323,0.07999015505783903,0.08683676427950131,2019-05-22,2019,5,22,2,0.12921486586266304,20.4,0.02736842105263158,18.2,0.08915627718179182,19.25,0.13703530875719372,0.09154539154539174,0.10199707744763761
Gur(Jaggery),Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,0.46616541353383456,0.39379768643859214,0.4550594375181212,2019-05-22,2019,5,22,2,0.07999015505783903,8.4,0.08270676691729323,6.75,0.08683676427950131,7.4,0.21045263649090035,0.17557172557172573,0.17993180711154408
